,organizationName,employees,headquarters,ceoName,industries,yearFounded,state,rank
1924,Syracuse University,5000.0, New York,Kent Syverud,Education,1870.0,New York,45
1925,Sysco,40000.0, Texas,Kevin P. Hourican,"Food, Soft Beverages, Alcohol & Tobacco",1969.0,Pennsylvania,36
1926,Sysco,40000.0, Texas,Kevin P. Hourican,"Food, Soft Beverages, Alcohol & Tobacco",1969.0,Texas,52
1927,T-Mobile,75000.0, Washington,Mike Sievert,"Telecommunications Services, Cable Supplier",1994.0,Alabama,23
1928,T-Mobile,75000.0, Washington,Mike Sievert,"Telecommunications Services, Cable Supplier",1994.0,Georgia,98
1929,T-Mobile,75000.0, Washington,Mike Sievert,"Telecommunications Services, Cable Supplier",1994.0,Illinois,99
1930,T-Mobile,75000.0, Washington,Mike Sievert,"Telecommunications Services, Cable Supplier",1994.0,Kansas,19
1931,T-Mobile,75000.0, Washington,Mike Sievert,"Telecommunications Services, Cable Supplier",1994.0,Michigan,55
1932,T-Mobile,75000.0, Washington,Mike Sievert,"Telecommunications Services, Cable Supplier",1994.0,Missouri,61
1933,T-Mobile,75000.0, Washington,Mike Sievert,"Telecommunications Services, Cable Supplier",1994.0,Nevada,19
1934,T-Mobile,75000.0, Washington,Mike Sievert,"Telecommunications Services, Cable Supplier",1994.0,New Jersey,37
1935,T-Mobile,75000.0, Washington,Mike Sievert,"Telecommunications Services, Cable Supplier",1994.0,New York,94
1936,T-Mobile,75000.0, Washington,Mike Sievert,"Telecommunications Services, Cable Supplier",1994.0,North Carolina,29
1937,T-Mobile,75000.0, Washington,Mike Sievert,"Telecommunications Services, Cable Supplier",1994.0,Oregon,20
1938,T-Mobile,75000.0, Washington,Mike Sievert,"Telecommunications Services, Cable Supplier",1994.0,Pennsylvania,86
1939,T Rowe Price,7529.0, Maryland,Robert W. Sharps,Banking and Financial Services,1937.0,Colorado,25
1940,T Rowe Price,7529.0, Maryland,Robert W. Sharps,Banking and Financial Services,1937.0,Maryland,2
1941,Takeda Pharmaceutical,47099.0, Massachusetts,Christophe Weber,Drugs & Biotechnology,1781.0,California,83
1942,Takeda Pharmaceutical,47099.0, Massachusetts,Christophe Weber,Drugs & Biotechnology,1781.0,Massachusetts,45
1943,Talbots,19765.0, Massachusetts,Lizanne Kindler,"Clothing, Shoes, Sports Equipment",1947.0,Pennsylvania,41
1944,Tampa General Hospital,8000.0, Florida,John Couris,Health Care,1927.0,Florida,6
1945,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Alabama,33
1946,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Colorado,33
1947,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Connecticut,28
1948,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Florida,78
1949,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Georgia,45
1950,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Idaho,3
1951,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Illinois,45
1952,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Indiana,50
1953,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Kansas,28
1954,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Kentucky,23
1955,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Maryland,59
1956,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Michigan,41
1957,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Minnesota,44
1958,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Mississippi,15
1959,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Missouri,22
1960,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Montana,4
1961,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Nevada,13
1962,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,New Hampshire,7
1963,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,New Jersey,54
1964,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,New York,72
1965,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,North Carolina,35
1966,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Ohio,57
1967,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Oklahoma,20
1968,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Pennsylvania,25
1969,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,South Carolina,29
1970,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Tennessee,32
1971,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Virginia,64
1972,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Washington,60
1973,Target,450000.0, Minnesota,Brian Cornell,Retail and Wholesale,1902.0,Wisconsin,53
1974,Tata Consultancy Services,528746.0, New York,Rajesh Gopinathan,Professional Services,1968.0,Georgia,89
1975,TD Bank,25930.0, New Jersey,Bharat Masrani,Banking and Financial Services,1855.0,Florida,19
1976,TD Bank,25930.0, New Jersey,Bharat Masrani,Banking and Financial Services,1855.0,Massachusetts,37
1977,TD Bank,25930.0, New Jersey,Bharat Masrani,Banking and Financial Services,1855.0,New Jersey,14
1978,TD Bank,25930.0, New Jersey,Bharat Masrani,Banking and Financial Services,1855.0,New York,99
1979,TD Bank,25930.0, New Jersey,Bharat Masrani,Banking and Financial Services,1855.0,South Carolina,22
1980,TDS (Telephone and Data Systems),8800.0, Illinois,"LeRoy T. Carlson, Jr.","Telecommunications Services, Cable Supplier",1969.0,Wisconsin,75
1981,TECO Energy,20000.0, Florida,Archie Collins,"Construction, Oil & Gas Operations, Mining and Chemicals",1899.0,Florida,91
1982,Teleflex,4000.0, Pennsylvania,Liam J. Kelly,Health Care,1943.0,Pennsylvania,19
1983,Teleperformance,418742.0, Utah,Daniel Ernest Henri Julien,Business Services & Supplies,1978.0,Kentucky,29
1984,TELUS International,62141.0, British Columbia,Jeff Puritt,Business Services & Supplies,2005.0,Nevada,10
1985,Temple University,8077.0, Pennsylvania,Jason Wingard,Education,1884.0,Pennsylvania,29
1986,Temple Health,10000.0, Pennsylvania,Michael Young,Health Care,1892.0,Pennsylvania,70
1987,Tenneco,71000.0, Illinois,Brian Kesseler,Automotive (Automotive and Suppliers),1940.0,Tennessee,42
1988,Tennessee Technological University,1100.0, Tennessee,Phil Oldham,Education,1915.0,Tennessee,44
1989,Tennessee Valley Authority,10000.0, Tennessee,Jeffrey J. Lyash,Utilities,1933.0,Tennessee,13
1990,Texas Children's Hospital,13000.0, Texas,Mark A. Wallace,Health Care,1950.0,Texas,33
1991,Texas Instruments,31000.0, Texas,Richard (Rich) K. Templeton,Electronics,1930.0,Texas,68
1992,Texas Parks & Wildlife Department,22217.0, Texas,Carter Smith,Government Services,1963.0,Texas,39
1993,Texas Roadhouse,73300.0, Kentucky,Gerald L. Morgan,"Travel, Hotels, Restaurants, Leisure",1993.0,Kentucky,30
1994,Texas Roadhouse,73300.0, Kentucky,Gerald L. Morgan,"Travel, Hotels, Restaurants, Leisure",1993.0,Massachusetts,63
1995,Texas Roadhouse,73300.0, Kentucky,Gerald L. Morgan,"Travel, Hotels, Restaurants, Leisure",1993.0,Ohio,69
1996,Texas Roadhouse,73300.0, Kentucky,Gerald L. Morgan,"Travel, Hotels, Restaurants, Leisure",1993.0,Texas,83
1997,Textron,33000.0, Rhode Island,Scott C. Donnelly,Aerospace & Defense,1923.0,Georgia,49
1998,Textron,33000.0, Rhode Island,Scott C. Donnelly,Aerospace & Defense,1923.0,Kansas,5
1999,Textron,33000.0, Rhode Island,Scott C. Donnelly,Aerospace & Defense,1923.0,Texas,98
2000,The Children's Hospital of Philadelphia,15248.0, Pennsylvania,Madeline Bell,Health Care,1855.0,Pennsylvania,1
2001,The Christ Hospital Health Network,6500.0, Ohio,Deborah Hayes,Health Care,1888.0,Ohio,12
2002,The City of Plano,22217.0, Texas,John B. Muns,Government Services,1840.0,Texas,21
2003,The College of New Jersey,5200.0, New Jersey,Kathryn A. Foster,Education,1855.0,New Jersey,45
2004,The Community College of Baltimore County,3405.0, Maryland,Sandra L. Kurtinitis,Education,1957.0,Maryland,30
2005,The Cosmopolitan of Las Vegas,4577.0, Nevada,John Unwin,"Travel, Hotels, Restaurants, Leisure",2010.0,Nevada,17
2006,The Hartford,18100.0, Connecticut,Christopher J. Swift,Insurance,1810.0,Connecticut,2
2007,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Alabama,14
2008,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Alaska,1
2009,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Arizona,15
2010,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Colorado,59
2011,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Connecticut,22
2012,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Georgia,31
2013,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Indiana,59
2014,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Kentucky,5
2015,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Maryland,64
2016,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Massachusetts,44
2017,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Michigan,24
2018,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Minnesota,45
2019,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Mississippi,19
2020,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Montana,1
2021,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Nevada,6
2022,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,New Hampshire,12
2023,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,New Jersey,74
2024,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,North Carolina,52
2025,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Ohio,53
2026,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Oregon,14
2027,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Pennsylvania,72
2028,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Rhode Island,9
2029,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,South Carolina,51
2030,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Tennessee,48
2031,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Utah,24
2032,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Vermont,1
2033,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Virginia,44
2034,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Washington,54
2035,The Home Depot,30000.0, Georgia,Edward P. Decker,Retail and Wholesale,1978.0,Wisconsin,71
2036,University of Alabama,13784.0, Alabama,Stuart R. Bell,Education,1820.0,Alabama,18
2037,The University of Kansas Health System,12000.0, Kansas,Bob Page,Health Care,1906.0,Kansas,4
2038,The University of Montana,2500.0, Montana,Seth Bodnar,Education,1893.0,Montana,5
2039,"University of Texas, San Antonio",4003.0, Texas,Taylor Eighmy,Education,1969.0,Texas,5
2040,The University of Texas Health Science Center at Houston,10136.0, Texas,Giuseppe Colasurdo,Health Care,1972.0,Texas,2
2041,The University of Vermont Health Network,3000.0, Vermont,John Brumsted,Health Care,2011.0,Vermont,3
2042,Thedacare,7000.0, Wisconsin,Imran Amjad Andrabi,Health Care,1987.0,Wisconsin,47
2043,Thermo Fisher Scientific,90000.0, Massachusetts,Marc N. Casper ,Drugs & Biotechnology,1983.0,California,46
2044,Thermo Fisher Scientific,90000.0, Massachusetts,Marc N. Casper ,Drugs & Biotechnology,1983.0,North Carolina,18
2045,Thermo Fisher Scientific,90000.0, Massachusetts,Marc N. Casper ,Drugs & Biotechnology,1983.0,Oregon,6
2046,Thermo Fisher Scientific,90000.0, Massachusetts,Marc N. Casper ,Drugs & Biotechnology,1983.0,Wisconsin,20
2047,Thomas Jefferson University,5200.0, Pennsylvania,H. Richard Haverstick Jr.,Education,1825.0,Pennsylvania,74
2048,Thomson Reuters,14700.0, Minnesota,Steve Hasker,Media & Advertising,2008.0,Michigan,36
2049,Thomson Reuters,14700.0, Minnesota,Steve Hasker,Media & Advertising,2008.0,Minnesota,35
2050,Thor Industries,31000.0, Indiana,Robert W. Martin,Automotive (Automotive and Suppliers),1980.0,Indiana,63
2051,TIAA,10674.0, New York,Thasunda Brown Duckett,Banking and Financial Services,1918.0,Florida,75
2052,TIAA,10674.0, New York,Thasunda Brown Duckett,Banking and Financial Services,1918.0,North Carolina,17
2053,Timken,18000.0, Ohio,Richard G. Kyle,"Engineering, Manufacturing",1899.0,Ohio,40
2054,TJX Companies,320000.0, Massachusetts,Ernie Herrman,Retail and Wholesale,1977.0,Georgia,48
2055,TJX Companies,320000.0, Massachusetts,Ernie Herrman,Retail and Wholesale,1977.0,Illinois,83
2056,TJX Companies,320000.0, Massachusetts,Ernie Herrman,Retail and Wholesale,1977.0,Indiana,67
2057,TJX Companies,320000.0, Massachusetts,Ernie Herrman,Retail and Wholesale,1977.0,Louisiana,26
2058,TJX Companies,320000.0, Massachusetts,Ernie Herrman,Retail and Wholesale,1977.0,Maryland,22
2059,TJX Companies,320000.0, Massachusetts,Ernie Herrman,Retail and Wholesale,1977.0,Massachusetts,62
2060,TJX Companies,320000.0, Massachusetts,Ernie Herrman,Retail and Wholesale,1977.0,Michigan,58
2061,TJX Companies,320000.0, Massachusetts,Ernie Herrman,Retail and Wholesale,1977.0,New Hampshire,14
2062,TJX Companies,320000.0, Massachusetts,Ernie Herrman,Retail and Wholesale,1977.0,North Carolina,75
2063,TJX Companies,320000.0, Massachusetts,Ernie Herrman,Retail and Wholesale,1977.0,Pennsylvania,96
2064,Township High School District 211,2019.0, Illinois,Lisa A. Small,Education,1875.0,Illinois,51
2065,Township High School District 214,5200.0, Illinois,David Schuler,Education,1957.0,Illinois,87
2066,Towson University,5200.0, Maryland,Kim Schatzel,Education,1866.0,Maryland,26
2067,Toyota North America,176000.0, Texas,Tetsuo “Ted” Ogawa,Automotive (Automotive and Suppliers),1937.0,California,70
2068,Toyota North America,176000.0, Texas,Tetsuo “Ted” Ogawa,Automotive (Automotive and Suppliers),1937.0,Florida,48
2069,Toyota North America,176000.0, Texas,Tetsuo “Ted” Ogawa,Automotive (Automotive and Suppliers),1937.0,Indiana,42
2070,Toyota North America,176000.0, Texas,Tetsuo “Ted” Ogawa,Automotive (Automotive and Suppliers),1937.0,Kentucky,38
2071,Toyota North America,176000.0, Texas,Tetsuo “Ted” Ogawa,Automotive (Automotive and Suppliers),1937.0,Michigan,12
2072,Toyota North America,176000.0, Texas,Tetsuo “Ted” Ogawa,Automotive (Automotive and Suppliers),1937.0,Texas,71
2073,Toyota North America,176000.0, Texas,Tetsuo “Ted” Ogawa,Automotive (Automotive and Suppliers),1937.0,West Virginia,7
2074,Trader Joe's,32000.0, California,Dan Bane,Retail and Wholesale,1967.0,California,25
2075,Trader Joe's,32000.0, California,Dan Bane,Retail and Wholesale,1967.0,Maryland,1
2076,Trader Joe's,32000.0, California,Dan Bane,Retail and Wholesale,1967.0,New York,12
2077,TriMet,3000.0, Oregon,"Sam Desue, JR",Transportation and Logistics,1969.0,Oregon,33
2078,TrueBlue,4750.0, Washington,Patrick Beharelle,Business Services & Supplies,1989.0,Washington,59
2079,Truist Financial,164497.0, North Carolina,William H. Rogers Jr.,Banking and Financial Services,1872.0,Georgia,65
2080,Truist Financial,164497.0, North Carolina,William H. Rogers Jr.,Banking and Financial Services,1872.0,North Carolina,98
2081,Truist Financial,164497.0, North Carolina,William H. Rogers Jr.,Banking and Financial Services,1872.0,Pennsylvania,63
2082,Trustmark,2800.0, Mississippi,Kevin Slawin,Banking and Financial Services,1889.0,Mississippi,10
2083,TSYS,24000.0, Georgia,M.Troy Woods,Business Services & Supplies,1983.0,Georgia,87
2084,TTEC,62000.0, Colorado,Kenneth D. Tuchman,Business Services & Supplies,1982.0,Arizona,70
2085,TTEC,62000.0, Colorado,Kenneth D. Tuchman,Business Services & Supplies,1982.0,Georgia,61
2086,TTEC,62000.0, Colorado,Kenneth D. Tuchman,Business Services & Supplies,1982.0,North Carolina,80
2087,Tufts Health Plan,5805.0, Massachusetts,Cain A. Hayes,Insurance,1979.0,Massachusetts,32
2088,Tulane University,4600.0, Iowa,Michael A. fitts,Education,1834.0,Louisiana,2
2089,Turner Construction,10000.0, New York,Peter J. Davoren,"Construction, Oil & Gas Operations, Mining and Chemicals",1902.0,Texas,61
2090,Turner Industries Group,20000.0, Louisiana,Roland M. Toups,"Construction, Oil & Gas Operations, Mining and Chemicals",1961.0,Louisiana,8
2091,Tyson Foods,120000.0, Arkansas,Donnie King,"Food, Soft Beverages, Alcohol & Tobacco",1935.0,Indiana,52
2092,Tyson Foods,120000.0, Arkansas,Donnie King,"Food, Soft Beverages, Alcohol & Tobacco",1935.0,Missouri,47
2093,Tyson Foods,120000.0, Arkansas,Donnie King,"Food, Soft Beverages, Alcohol & Tobacco",1935.0,North Carolina,67
2094,Tyson Foods,120000.0, Arkansas,Donnie King,"Food, Soft Beverages, Alcohol & Tobacco",1935.0,Tennessee,46
2095,UBS,71385.0, New York,Ralph Hamers,Banking and Financial Services,1862.0,New Jersey,71
2096,UC Davis Health,11799.0, California,David Lubarsky,Health Care,1973.0,California,11
2097,UCHealth (Colorado),24000.0, Colorado,Elizabeth B. Concordia,Health Care,1921.0,Colorado,2
2098,UCLA Health,32000.0, California,Johnese Spisso,Health Care,1955.0,California,9
2099,UF Health,26272.0, Florida,Edward Jimenez,Health Care,1958.0,Florida,54
2100,UGI,1500.0, Pennsylvania,Roger Perreault,Utilities,1882.0,Pennsylvania,18
2101,UK HealthCare,9000.0, Kentucky,Mark Newman,Health Care,1957.0,Kentucky,9
2102,UL,14000.0, Illinois,Jennifer Scanlon,Business Services & Supplies,1894.0,Illinois,90
2103,Uline,8200.0, Wisconsin,Dick Uline,Packaged Goods,1980.0,Wisconsin,33
2104,Ulta Beauty,40500.0, Illinois,Dave Kimbell,Retail and Wholesale,1990.0,Florida,49
2105,Ulta Beauty,40500.0, Illinois,Dave Kimbell,Retail and Wholesale,1990.0,Indiana,41
2106,UMass Memorial Health,14063.0, Massachusetts,Eric Dickson,Health Care,1871.0,Massachusetts,29
2107,UMB,3529.0, Missouri,Jim Rine,Banking and Financial Services,1913.0,Missouri,49
2108,UNC Health Care,7100.0, North Carolina,A. Wesley Burks,Health Care,1998.0,North Carolina,19
2109,Unilever,148000.0, New Jersey,Alan Jope,Packaged Goods,1872.0,Missouri,16
2110,United Airlines,84100.0, Illinois,Scott Kirby,Transportation and Logistics,1926.0,Colorado,55
2111,United Airlines,84100.0, Illinois,Scott Kirby,Transportation and Logistics,1926.0,Illinois,55
2112,United Concordia,1000.0, Pennsylvania,Edward Shellard,Insurance,1992.0,Pennsylvania,65
2113,United Nations,36000.0, New York,António Guterres,Health Care,1945.0,New York,46
2114,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,Alabama,31
2115,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,Arizona,68
2116,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,Colorado,51
2117,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,Connecticut,38
2118,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,Florida,89
2119,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,Georgia,46
2120,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,Illinois,70
2121,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,Indiana,32
2122,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,Iowa,14
2123,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,Kentucky,11
2124,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,Maryland,57
2125,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,Massachusetts,54
2126,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,Michigan,65
2127,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,Minnesota,17
2128,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,Missouri,36
2129,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,Nevada,5
2130,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,New Hampshire,5
2131,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,New Jersey,43
2132,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,North Carolina,54
2133,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,Ohio,70
2134,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,Oregon,15
2135,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,Pennsylvania,49
2136,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,South Carolina,14
2137,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,Tennessee,41
2138,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,Virginia,90
2139,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,Washington,14
2140,United Parcel Service,534000.0, Georgia,Carol B. Tomé,Transportation and Logistics,1907.0,West Virginia,10
2141,United Refining,4000.0, Pennsylvania,John A. Catsimatidis,"Construction, Oil & Gas Operations, Mining and Chemicals",1902.0,Pennsylvania,80
2142,United Services Automobile Association (USAA),37000.0, Texas,Wayne Peacock,Insurance,1922.0,Arizona,6
2143,United Services Automobile Association (USAA),37000.0, Texas,Wayne Peacock,Insurance,1922.0,Colorado,6
2144,United Services Automobile Association (USAA),37000.0, Texas,Wayne Peacock,Insurance,1922.0,Texas,82
2145,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Alabama,17
2146,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Arizona,17
2147,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Colorado,57
2148,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Connecticut,23
2149,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,District of Columbia,9
2150,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Florida,74
2151,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Georgia,29
2152,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Illinois,47
2153,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Indiana,1
2154,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Louisiana,28
2155,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Maine,2
2156,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Maryland,35
2157,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Massachusetts,28
2158,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Michigan,5
2159,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Mississippi,18
2160,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Missouri,19
2161,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Nevada,12
2162,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,New Jersey,32
2163,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,New York,36
2164,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,North Carolina,57
2165,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Ohio,18
2166,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Oklahoma,14
2167,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Pennsylvania,39
2168,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Rhode Island,5
2169,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,South Carolina,40
2170,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,South Dakota,5
2171,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Tennessee,74
2172,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Texas,99
2173,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Virginia,67
2174,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Washington,47
2175,United States Department of Defense,2910000.0, Virginia,Lloyd J. Austin III,Government Services,1947.0,Wisconsin,23
2176,United States Department of Labor,15338.0, District of Columbia,Martin J. Walsh,Government Services,1913.0,District of Columbia,3
2177,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,Arizona,56
2178,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,Connecticut,21
2179,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,Georgia,78
2180,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,Idaho,10
2181,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,Illinois,100
2182,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,Indiana,36
2183,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,Iowa,5
2184,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,Kansas,12
2185,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,Kentucky,40
2186,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,Maryland,68
2187,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,Massachusetts,25
